key,text
card.mi11_5.left,No searches on Company ground
card.mi11_5.left_outcome,You say it in front of the sergeant. He looks at Solas. Solas looks at the pound. The sergeant goes back to the inn.
card.mi11_5.right,Let him search; find nothing
card.mi11_5.right_outcome,Wren has moved the boy to a fishing boat in the reeds. The sergeant finds a cow.
card.mi11_6.text,"The sergeant has gone west without his deserter. The boy is at the Reach, or the chapel, or gone east with a new name and a Hullfolk knot in his hair. Mirren does not say. She is at the paddles, humming. She never hums."
card.mi11_6.left,Ask her which
card.mi11_6.left_outcome,"""Safe."" That is all she says. It is enough."
card.mi11_6.right,Don't ask
card.mi11_6.right_outcome,You do not ask. She hums. The gate runs.
card.mi12_1.text,A coal barge from the west with a clean bill and a bargee who will not come up on deck. His mate says he is 'resting'. His mate is sweating in a cold wind. Stroud is at the inn. The queue is nine boats.
card.mi12_1.left,Hold the boat; send for Stroud
card.mi12_1.left_outcome,Stroud comes. She goes below. She comes up and says one word: 'fever'.
card.mi12_1.right,Pass it; the bill is clean
card.mi12_1.right_outcome,"It passes. Down the east flight. Stroud, told later, goes very still."
card.mi12_2.text,"Coalfield fever. One aboard sick; two more by week's end. The boat must not go down the east flight and must not sit in the queue. It needs a mooring apart, a physician, and time. The Company has a form. I have a patient."
card.mi12_2.left,Moor them beyond the Reach
card.mi12_2.left_outcome,The Hullfolk take the boat without being asked and bring food to the end of a pole. Stroud goes daily.
card.mi12_2.right,Send them back down the west flight
card.mi12_2.right_outcome,"The boat goes west with its fever. Stroud does not speak to you for a week. Sorrel does, later, angrily."
card.mi12_3.text,"There is fever at the summit. The Board's standing instruction is that the summit does not close for illness; closure 'alarms the shores'. I have not shown it to you until now, and I am not sure why I am showing it."
card.mi12_3.left,Close the summit anyway
card.mi12_3.left_outcome,"""Noted."" She writes 'gate closed for maintenance'. It is the first false entry she has ever made for someone else."
card.mi12_3.right,Stay open; isolate the boat
card.mi12_3.right_outcome,"""Noted."" The gate runs. The boat sits apart. By the week's end there is a case in the town."
card.mi12_4.text,The bargee is dead. The mate will live. The boat is a fever ship and its coal is Sorrel's and Sorrel wants it. I will not have that hold opened for a month. Vane wants it opened tomorrow. Choose a physician over a rate card.
card.mi12_4.left,A month; Sorrel waits
card.mi12_4.left_outcome,"Vane is furious and then, hearing the word 'dead', quiet. The coal waits."
card.mi12_4.right,Burn the coal in the boat
card.mi12_4.right_outcome,A coal barge burning on the pound at night. Sorrel's loss. Stroud's relief. The town watches from the bank.
card.mi12_5.text,"There's a fever ship at the Reach and the town's frightened. Half want the Reach cleared for having it. Half want the inn closed for having me. Come to the inn tonight and drink, in public, and don't die of it."
card.mi12_5.left,"Drink at the inn, in public"
card.mi12_5.left_outcome,You drink. The town watches you not die. By the second pint the inn is full.
card.mi12_5.right,Stay away till Stroud says
card.mi12_5.right_outcome,"""Right. Sensible."" The inn is empty for a fortnight. Sensible costs."
card.mi12_6.text,"The mate has walked off the boat, thin and alive. One dead, one living, none in the town. That is a good outcome for coalfield fever at a summit lock. I am telling you it was well done, because nobody else will."
card.mi12_6.left,It was your doing
card.mi12_6.left_outcome,"""It was both. Take half. Doctors are bad at halves."""
card.mi12_6.right,Inspect every bill from now
card.mi12_6.right_outcome,"""Every one. Good. It costs an hour. The other thing costs more."""
card.mi13_1.text,"I have to tell you something and I've been putting it off. I read your wires. All of them. Not for anyone; for me. I like knowing. I know it's wrong. I'm telling you so you can stop me, because I can't."
card.mi13_1.left,Keep reading; tell nobody
card.mi13_1.left_outcome,"""Nobody. Right. I can do nobody."" He can, mostly."
card.mi13_1.right,Stop reading
card.mi13_1.right_outcome,"""Stop. Yes. I'll try."" He stops for a week. It is the longest week of his life."
card.mi13_2.text,"A wire, for you, in Fennick's hand, not from the key. 'I READ THIS BEFORE YOU STOP I ALWAYS DO STOP IT SAYS VOSK IS TO REPORT ON YOU MONTHLY STOP I THOUGHT YOU SHOULD KNOW STOP SORRY STOP'"
card.mi13_2.left,Thank him
card.mi13_2.left_outcome,He goes red to the eyeshade and cannot look at you for a day.
card.mi13_2.right,Ask what else Vosk reports
card.mi13_2.right_outcome,"""Water figures. Every month. To an address that isn't the Board's."" He shows you the address. It is a name."
card.mi13_3.text,"I've made a system. Everything I read, I write down, in a book, in a code I made up. Six years of it. Every wire through the summit. I've never told anyone I had a book and it's the best thing I've ever done."
card.mi13_3.left,Show me the book
card.mi13_3.left_outcome,Six years of the summit's wires in a schoolboy cipher. Dray's last wire. Vosk's monthly reports. All of it.
card.mi13_3.right,Burn the book
card.mi13_3.right_outcome,"""Burn it."" He looks at you as if you had asked him to burn a child. He does not burn it."
card.mi13_4.text,"The telegraph clerk keeps a book. I have known for four years. For the record, I have not taken it, because a clerk who keeps a book is a clerk who can be trusted to remember. For the record, I am asking whether you have read it."
card.mi13_4.left,I have
card.mi13_4.left_outcome,"""Noted. Then you know what I send each month, and to whom. You will find I do not send it gladly."""
card.mi13_4.right,I have not
card.mi13_4.right_outcome,"""Noted."" She knows you have. She writes 'not' anyway."
card.mi13_5.text,"Vosk knows about the book. She's known for years. She said 'noted' and then 'keep it', and I don't know what that means, and I've been sick twice. Does she want me to keep it or is that what she says before she takes it?"
card.mi13_5.left,She wants you to keep it
card.mi13_5.left_outcome,"""She does? Oh. Oh, that's worse. That means she needs it. What for?"""
card.mi13_5.right,Give it to me for safekeeping
card.mi13_5.right_outcome,He gives it to you. The Ledger has a second book inside it now. He sleeps for the first time in a week.
card.mi13_6.text,"Fennick's book. Six years of wires. Among them, monthly, Vosk to a name in Ardent that is not the Board's: the gauge reading and one word. 'Holding.' Then, the month Dray vanished: 'Falling.' Then nothing, until you."
card.mi13_6.left,Ask Vosk what 'holding' meant
card.mi13_6.left_outcome,"""The sluice. For the record, it is not holding now. You will find I stopped sending the word the day you asked about the gauge."""
card.mi13_6.right,Keep it; use it later
card.mi13_6.right_outcome,"Six years of 'holding' in the Ledger. It is the shape of the whole thing, in one word, repeated."
card.mi14_1.text,"The Company store's stopped taking scrip at face. Nine in ten. The hands are paid in scrip, so the hands are paid nine in ten, by the Company, to the Company. I've refused scrip at the bar. The hands are furious with me."
card.mi14_1.left,Take scrip at face; I'll cover it
card.mi14_1.left_outcome,The Coffers make up the tenth. The hands drink. The Book has a column that says 'scrip loss'. Vosk reads it twice.
card.mi14_1.right,Take it up with Pell
card.mi14_1.right_outcome,Pell is 'wounded that anyone would think'. The store takes face again in a week. It slips back in a month.
card.mi14_2.text,"The scrip is a Board matter. Nine in ten is a Board rate. I did not set it; I have never set anything, I have announced things. Do not make me announce this one at the inn. They will throw things, and I bruise."
card.mi14_2.left,"Announce it yourself, at the gate"
card.mi14_2.left_outcome,You announce it. Nobody throws anything at you. They save it for the store.
card.mi14_2.right,He announces it; you stand beside him
card.mi14_2.right_outcome,"He announces. A tankard is thrown. It misses. He is magnificent about it, afterward."
card.mi14_3.text,"The hands are paid in scrip and scrip is nine in ten. I will take scrip at face, for rent, from any lock hand. It is a kindness, and a way of owning eleven men's wages before they see them. I mention both."
card.mi14_3.left,Let her take scrip at face
card.mi14_3.left_outcome,The hands pay Cole in scrip at face. They are grateful. They are hers.
card.mi14_3.right,The Coffers take scrip at face instead
card.mi14_3.right_outcome,"The chest fills with scrip and empties of coin. The hands are the Keeper's, not Cole's. Vosk notes both."
card.mi14_4.text,"Somebody's broken the Company store window. Then somebody's taken flour through it. Then somebody's paid for the flour in scrip, at face, and left the scrip on the counter. That's not theft, that's a point. The store's man wants the Book. The town wants a medal."
card.mi14_4.left,No names in the Book
card.mi14_4.left_outcome,You write 'window broken; flour paid for'. Vosk reads it. 'Noted. Accurate.'
card.mi14_4.right,Names in the Book
card.mi14_4.right_outcome,Three names. The store's man is satisfied. The three are dismissed. The town is not satisfied.
card.mi14_5.text,"Three things. The hands want paying in coin. Not scrip. Coin. The Company pays in scrip and always has. And if the Keeper says coin, the Keeper's saying the Company's money is bad, out loud, in the Book, with a signature."
card.mi14_5.left,Coin; sign it
card.mi14_5.left_outcome,You pay the hands in coin from the chest and write why. It is the most seditious entry in the Book. It is also arithmetic.
card.mi14_5.right,"Scrip, as the Company pays"
card.mi14_5.right_outcome,"""Right. Scrip."" The hands take it. They spend it at Cole's, where it is worth face, and are hers."
card.mi14_6.text,"Keeper! The Board has restored scrip to face. It cites 'representations from the summit', which is me, and which is you. The store's man has been moved to Lock 3. I did not ask for that. I did not object."
card.mi14_6.left,A compliment to us both
card.mi14_6.left_outcome,"""Both! Magnificent."" He shakes your hand. The hands are paid at face. Ilse takes scrip again, sulking."
card.mi14_6.right,"The town did it, not us"
card.mi14_6.right_outcome,"""The town. Yes. I shall not tell the Board that."" He does not. He tells Ilse, which is braver."
card.mi15_1.text,"A favor. Small one. A boat comes through tonight after the bell, no lamps, and the Book says nothing. Cargo. Nothing that bites. I'll owe you one. I don't owe many people; the old man says it's a character flaw."
card.mi15_1.left,"One boat, no Book"
card.mi15_1.left_outcome,It passes in the dark. A coin appears on the sill. You did not see it.
card.mi15_1.right,Everything in the Book
card.mi15_1.right_outcome,"""Fair. I'll ask again when you're tired."" She does."
card.mi15_2.text,"Bigger favor. Three boats. Same arrangement, plus one thing: Crane's at his post tonight and I need him not to be. Nothing rough. He likes fish suppers. Ilse could send one over. He'd be an hour. That's all I need. An hour and a fish."
card.mi15_2.left,A fish for Crane
card.mi15_2.left_outcome,"Crane eats fish. Three boats pass. Crane, later, notes the fish was excellent and the timing was not."
card.mi15_2.right,One boat was the favor; three is business
card.mi15_2.right_outcome,"""Business. Fair. What's your rate?"" You do not have one. She is disappointed and impressed."
card.mi15_3.text,"One of Wren's boats, in daylight, aground on the sill with a split plank and its cargo in the shallows. Long crates, oiled cloth. Not cheese. Dace is looking at them. Crane is walking down the towpath. Wren is nowhere."
card.mi15_3.left,"Get the crates back aboard, fast"
card.mi15_3.left_outcome,"You and Dace haul crates. Crane arrives to a floating boat and a wet Keeper. ""I note the plank."""
card.mi15_3.right,Let Crane see them
card.mi15_3.right_outcome,Crane sees rifles. He impounds them. Wren is jailed at his post by evening. She does not look at you.
card.mi15_4.text,"So. You've seen what's in the crates, or Crane has, or both. I told you nothing that bites. I lied. Sort of. They don't bite till somebody loads them. I'm not saying sorry. I'm saying you know now, and asking what you'll do with knowing."
card.mi15_4.text_variant0,"So. Crane's let me out. Under the Compact I'm 'released pending both shores', which means never. You let him see the crates. I'd have done the same. I'm not saying I forgive you. I'm saying I'd have done the same."
card.mi15_4.left,"Nothing, this once"
card.mi15_4.left_outcome,"""This once. Right. I'll take once."""
card.mi15_4.right,Stop moving them
card.mi15_4.right_outcome,"""Stop. Fine. Somebody else won't. I'll tell you who when I know."""
card.mi15_5.text,"The young one has been moving things through the reeds. We know. We have always known. We have not stopped her because what she moves buys mooring posts and medicine. We ask the gate whether it has stopped her, and whether it has thought about the posts."
card.mi15_5.left,I've thought about the posts
card.mi15_5.left_outcome,"""Good. Then when you stop her, and you will, stop her with the posts in mind."""
card.mi15_5.right,Rifles are not posts
card.mi15_5.right_outcome,"""No. They are what buys posts, when nothing else does. We do not say it is right. We say it is the price."""
card.mi15_6.text,"Last favor. Not for me. The old man wants mooring posts before winter and there's no money for posts if I stop the reeds. I've stopped the reeds. So: Company timber, your signature, my labor, nobody's Book. That's not smuggling. That's just theft. Better?"
card.mi15_6.left,Sign for the timber
card.mi15_6.left_outcome,Posts by winter. Vosk sees the chit. 'Noted.' She does not say irregular. She says nothing at all.
card.mi15_6.right,"Buy the timber from Tamm, honestly"
card.mi15_6.right_outcome,Coin for timber. Tamm sells it. The Reach has posts and the Book has an honest line. It is more expensive and it is better.
card.mi16_1.text,Frost on the Spine a month early. The west flight's top pounds have skinned over in a night. Boats coming up are breaking ice with their bows. Boats going down are waiting to see if it holds. Quenn says it will get worse before it gets better.
card.mi16_1.left,Close the west flight now
card.mi16_1.left_outcome,Closed. Twenty boats stay below. Sorrel is furious. Nothing is trapped.
card.mi16_1.right,Keep it open while it holds
card.mi16_1.right_outcome,"It holds three days. On the fourth, twelve boats are in the pound and the flight is solid."
card.mi16_2.text,"Three things. Twelve boats iced in the pound with crews aboard. The Company store's got a month of food for a town, not a town and twelve crews. And the crews have started asking Ilse for credit, and Ilse has started asking me who's paying."
card.mi16_2.left,The Coffers feed the crews
card.mi16_2.left_outcome,"You feed twelve crews from the chest. Vosk approves the spend without comment, which is unheard of."
card.mi16_2.right,Their owners pay; wire Sorrel
card.mi16_2.right_outcome,Sorrel wires back 'noted'. The crews eat on Ilse's credit. Ilse eats on faith.
card.mi16_3.text,My boats are in your ice. I've told my principals it's weather. They've told me weather is what a freight agent is paid to anticipate. I need them moving or I need a reason they can't that isn't me. Give me one. Make it good.
card.mi16_3.left,'The Company closed the flight'
card.mi16_3.left_outcome,"You write it. It is true, or true enough. Vane's principals blame the Company. The Company blames you."
card.mi16_3.right,'Ice is ice'
card.mi16_3.right_outcome,"""Ice is ice. Right. That's what they said about me."""
card.mi16_4.text,"The ice is lifting the top gate. It's pushing under the heel post and the gate's a hand higher than it should be; another hand and the hinges won't take it. I can break the ice every hour, all night, with fire. Or pray. Hale's praying."
card.mi16_4.left,"Fire, every hour, all night"
card.mi16_4.left_outcome,"Fires on the ice all night. The gate settles. Quenn's eyebrows survive, barely."
card.mi16_4.right,Let Hale pray; sleep
card.mi16_4.right_outcome,You sleep. The gate rises another hand. The hinges take it. Hale says nothing about it. Quenn says 'roughly a miracle'.
card.mi16_5.text,"Twelve crews in my inn a month, and nobody's paid, and nobody's fought, which is a record. They've taught the hands a Sorrel card game. Somebody's going to marry somebody by spring. Stand for it."
card.mi16_5.left,Stand for the wedding
card.mi16_5.left_outcome,"A Sorrel bargee and a Halfway girl at the top gate at dawn. You stand. The ice cracks during the vows, which everyone takes as a sign."
card.mi16_5.right,Hale should stand
card.mi16_5.right_outcome,Hale stands. You watch. It is still a good wedding. Ilse notes who stood.
card.mi16_6.text,"Thaw. The west flight runs brown and fast. Twelve boats go down it in a morning, thin, with a wedding aboard one and a Halfway card game aboard all. The pound is a mark lower than when the ice came. It always is. Nobody mentions it but you."
card.mi16_6.left,"Mention it, in the Ledger"
card.mi16_6.left_outcome,'The frost took nothing. The pound fell anyway.' A line for the next Keeper.
card.mi16_6.right,Wave them off
card.mi16_6.right_outcome,You wave. Twelve boats wave back. It is the best morning of the winter.
card.mi17_1.text,"The water is low. When it is low the chapel keeps the Lamp Vigil: every lamp in the town on the sill, dusk to dawn, the water asked nothing, only tended. It is older than the chapel. Give us the sill."
card.mi17_1.left,The sill is the chapel's tonight
card.mi17_1.left_outcome,Lamps on the sill from dusk. The town comes. The queue comes. Nobody asks the water anything.
card.mi17_1.right,"The bank, not the sill"
card.mi17_1.right_outcome,"""The bank hears too. Less well."" She holds it on the bank. It is smaller."
card.mi17_2.text,"The chapel woman keeps her Vigil at the sill. We keep ours at the Reach, the same night, without lamps. We ask whether the gate will stand at hers, or ours, or neither. We do not ask it to stand at both. Nobody has."
card.mi17_2.left,Stand at the Reach's
card.mi17_2.left_outcome,No lamps. Names over the water. Then a river's name. The chapel's lamps glow across the pound like another shore.
card.mi17_2.right,Stand at both
card.mi17_2.right_outcome,"You walk from the sill to the Reach at midnight with a lamp, and put it out at the Reach's edge. Both sides see. Nobody has done it."
card.mi17_3.text,"You went to the Reach's vigil. I saw the lamp cross the pound and go out. Twenty years I have kept the Vigil and never looked across. I am asking what they do, over there, in the dark, that we do not do here in the light."
card.mi17_3.left,They say names
card.mi17_3.left_outcome,"""Names. We say the water's. They say the people's. I had not thought of that."""
card.mi17_3.right,They say a river's name
card.mi17_3.right_outcome,"""A river."" She sits down in the last pew. ""Then they know. They have always known."""
card.mi17_4.text,"You stood in the dark with us. Few do. One verse for it, not the song. 'Under the stone house the river remembers; it goes into the hill and comes out singing.' That is a gift. We do not give many."
card.mi17_4.left,Ask for another verse
card.mi17_4.left_outcome,"""Greedy. Good. One more."" 'The door has a key that is a number. The number is ten.'"
card.mi17_4.right,Thank her for the one
card.mi17_4.right_outcome,"""Do not thank. Remember. That is the same thing, done properly."""
card.mi17_5.text,"The morning after both vigils. The pound is a mark lower. The chapel's lamps are cold on the sill and in the Ledger, in Dray's hand, one line: 'both vigils are for the same thing. Neither side knows it.'"
card.mi17_5.left,Tell Hale and Bram both
card.mi17_5.left_outcome,"You tell them, separately. Each says, in their own way, 'we know'. Neither has said it to the other."
card.mi17_5.right,Write beneath it: 'they do now'
card.mi17_5.right_outcome,"Two hands in the Ledger, one line each, thirty years apart."
card.mi17_6.text,"I have asked Bram Holloway whether the Reach would keep its vigil at the sill with ours, dark on their side, lamps on ours, the same water between. He said 'we hold'. I do not know if that is yes. Find out."
card.mi17_6.left,It is yes
card.mi17_6.left_outcome,"Both vigils at the sill: lamps on the town's side, dark on the Reach's, one water. The town does not speak of it for a week, and then speaks of nothing else."
card.mi17_6.right,Ask Bram yourself
card.mi17_6.right_outcome,"""We hold,"" he says again. Then: ""Yes."" It is the first time he has used the word to a charter man's question."
card.mi18_1.text,"Hull in my yard for caulking. Hullfolk. Good boat, old. She's got a floor a hand higher than it should be and a hollow under it you could lie down in. I'm not saying whose. I've seen it and now you have, if you want to have."
card.mi18_1.left,I've seen it
card.mi18_1.left_outcome,"""Right. Then we've both seen it."" He caulks her. He does not mention the floor again."
card.mi18_1.right,I haven't seen anything
card.mi18_1.right_outcome,"""Fair. Neither have I."" He caulks her. He looks at you differently."
card.mi18_2.text,"Tamm's got my boat and Tamm's seen the floor and Tamm's told you, because Tamm's honest, which is a terrible quality in a boatwright. Everyone on the Reach has a false floor. What are you going to do about floors?"
card.mi18_2.left,Nothing about floors
card.mi18_2.left_outcome,"""Nothing. Right. Floors are floors."" She relaxes a fraction."
card.mi18_2.right,Tell Crane about floors
card.mi18_2.right_outcome,"Crane inspects every Hullfolk floor for a month. He finds cheese, fish, one goat and a great deal of resentment."
card.mi18_3.text,"Another one. Not Hullfolk. Sorrel coal barge, in for a plank, and the same floor. Same hollow. Same hand's work, by the joints. Somebody's building false floors for two kinds of boat and I'd like to know who, because it's good work and it's not mine."
card.mi18_3.left,Find the builder
card.mi18_3.left_outcome,"You ask the Reach. Nobody says. You ask Solas. He says 'Sorrel yard, Lock 2, Company contract'. A Company contract."
card.mi18_3.right,Good work is good work
card.mi18_3.right_outcome,"""It is. I'd like to meet him. I'd like to hit him, then meet him."""
card.mi18_4.text,"The boatwright has mentioned false floors. In passing. I note he is not a man who mentions things in passing. A Sorrel barge with one is a Schedule Four matter and a Hullfolk boat a Schedule Five, and I do not know which he meant."
card.mi18_4.left,Schedule Four; the Sorrel barge
card.mi18_4.left_outcome,"Crane inspects the Sorrel barge. Rifles. He impounds them and, for once, does not look pleased."
card.mi18_4.right,He meant nothing
card.mi18_4.right_outcome,"""Nothing. Duly. I shall inspect nothing, thoroughly."" He inspects the Sorrel barge anyway, later, alone."
card.mi18_5.text,"Right. The Sorrel floors. Not mine. Same builder, different customer, and the customer's not moving cheese. I've been told to stay out of it by people who don't say please. I'm telling you because if I stay out, somebody should be in, and you've got a gate."
card.mi18_5.left,I'm in
card.mi18_5.left_outcome,"""Good. Bad. Good."" She tells you the boats, the nights, the builder's name."
card.mi18_5.right,Stay out; both of us
card.mi18_5.right_outcome,"""Both. Sensible. The old man'd say sensible."" She stays out. The boats keep coming."
card.mi18_6.text,"I've stopped taking boats with false floors. Any kind. Lost half my trade in a week. Wren says I'm honest, like an illness. I'd like the Company's caulking contract to make it up. You've got the pen."
card.mi18_6.left,Give him the Company contract
card.mi18_6.left_outcome,Tamm caulks Company boats at Company rates. He is solvent and honest and slightly bored.
card.mi18_6.right,Take the floors again; nobody's honest here
card.mi18_6.right_outcome,"""No."" He does not take them. He mends fences for the town instead. He is poorer and does not complain."
card.mi19_1.text,"I am raising the low street's rents a tenth. It has been six years and the Company has raised the tolls twice. The town will come to the moot and the moot will come to you. I am telling you first, kindly, so you may say you knew."
card.mi19_1.left,Ask her to wait a season
card.mi19_1.left_outcome,"""A season. For the Keeper. Kindly."" She waits. The town does not know she waited."
card.mi19_1.right,"Her buildings, her rents"
card.mi19_1.right_outcome,"""Quite."" The rents rise. The moot meets. The moot comes."
card.mi19_2.text,Cole's raised the low street a tenth. The low street floods twice a year and the Company won't drain it and now it costs a tenth more to be wet. The moot's asked me to ask the Keeper to ask Cole. Everyone asks someone. I'm asking.
card.mi19_2.left,"Ask Cole, publicly, at the moot"
card.mi19_2.left_outcome,"You ask. Cole says 'kindly, no'. The town hears you ask. It counts for something."
card.mi19_2.right,Drain the low street instead
card.mi19_2.right_outcome,"Company labor, Company timber, a drain. The low street is dry and costs a tenth more. Half a victory."
card.mi19_3.text,"You asked me to lower the rent in front of the moot. I said no in front of the moot. Now I am unkind and the Keeper is kind, though I have never put a family out and you work for the Company that floods them."
card.mi19_3.left,It is unfair; I'll say so
card.mi19_3.left_outcome,"You say so, at the inn. Cole is astonished. The town is confused. It is, briefly, honest."
card.mi19_3.right,Kindness is what you do
card.mi19_3.right_outcome,"""Kindly. Then I shall do less of it."" She does not. She cannot. She raises rents anyway."
card.mi19_4.text,"A family on the wharf with their furniture. Perrin's. Five children. Not put out; Cole never puts out. Moved to a smaller room at the same rent, which is the same thing done kindly. Perrin is a lock hand. He is looking at the Company's empty warehouse."
card.mi19_4.left,"The warehouse, for the winter"
card.mi19_4.left_outcome,"Perrin's family in the Company's warehouse. Pell learns of it and, for once, does not announce anything."
card.mi19_4.right,Pay the difference to Cole
card.mi19_4.right_outcome,You pay Cole for Perrin's old room. Perrin does not know. Cole does. She records it.
card.mi19_5.text,"The moot's voted a rent strike against Cole. I voted against; strikes end with someone's furniture on the wharf. I lost. The Company owns the ground under Cole's buildings, and might have a view, and you're the Company."
card.mi19_5.left,The Company has no view
card.mi19_5.left_outcome,"You say so. Cole waits out the strike. It lasts a month. She wins, kindly, and lowers the rent a twentieth."
card.mi19_5.right,Ground rent to the Company until it's settled
card.mi19_5.right_outcome,The town pays the Company instead of Cole. Cole is livid. Vosk is 'noting'. The strike ends fast.
card.mi19_6.text,"The rent matter is settled. A twentieth, not a tenth. The moot calls it a victory; I call it a rounding. I have not enjoyed this season. I could have made it worse, and did not, and this is the only time I shall say so."
card.mi19_6.left,I know
card.mi19_6.left_outcome,"""Good. Kindly."" She goes. The bell on her door does not ring for a month."
card.mi19_6.right,You could have made it better
card.mi19_6.right_outcome,"""I could. Nobody asked me to. Kindly remember that they ask you."""
card.mi20_1.text,COMPANY TO KEEPER STOP COMMISSIONER KELL ARRIVES SUMMIT TOMORROW STOP NO PREPARATION REQUIRED STOP THE COMMISSIONER PREFERS THE SUMMIT AS IT IS STOP
card.mi20_1.left,Prepare anyway
card.mi20_1.left_outcome,"A night of scrubbing. Kell arrives to a summit that is not as it is, and notices."
card.mi20_1.right,As it is
card.mi20_1.right_outcome,"Kell arrives to mud, geese and a queue. ""Excellent. Regrettably honest."""
card.mi20_2.text,Keeper! The Commissioner! Here! I have never met a Commissioner. I have written to eleven. He is on the wharf now with a silver cane and I have forgotten every adjective I own. Come and be magnificent for both of us. Please.
card.mi20_2.left,Go and greet Kell
card.mi20_2.left_outcome,"You greet him. Pell stands behind you saying 'yes, yes' at intervals. Kell is courteous to both."
card.mi20_2.right,Send Pell alone; he can do it
card.mi20_2.right_outcome,"He can, it turns out. Twenty years of adjectives arrive at once. Kell is faintly impressed."
card.mi20_3.text,The Board sent me to see whether the summit's Keeper is 'sound'. I have concluded the Keeper is not sound; the Keeper is something the Board has no word for. I shall have to invent one. What are you?
card.mi20_3.left,The gate's
card.mi20_3.left_outcome,"""The gate's. Regrettably, the Board owns the gate. I shall write 'devoted'. It is close."""
card.mi20_3.right,The water's
card.mi20_3.right_outcome,"""The water's."" A very long pause. ""I shall write 'attentive'. I shall not write why."""
card.mi20_4.text,"The Commissioner asked me about the sluice house. Directly. I said it was disused and sound. He said 'regrettably, I know'. You will find he knows more than the Board, and the Board sent him anyway."
card.mi20_4.left,Ask Kell what he knows
card.mi20_4.left_outcome,"""Everything, regrettably. The Board's view is that I should not. My view is that someone must."""
card.mi20_4.right,Let him know alone
card.mi20_4.right_outcome,"""Noted. That is what I have done for eleven years. You will find it does not get lighter."""
card.mi20_5.text,I leave tomorrow. My report will say the summit is 'adequately kept'. That is the Board's phrase for 'leave it alone'. I have used it four times in twenty years. It is the highest praise I am permitted.
card.mi20_5.left,Thank him
card.mi20_5.left_outcome,"""Do not. The Board does not reward gratitude. I do, privately, and it is worth nothing."""
card.mi20_5.right,Ask what the other three were
card.mi20_5.right_outcome,"""Two Keepers who died in post and one who resigned. Regrettably, I meant it each time."""
card.mi20_6.text,"He has gone. The Commissioner. He shook my hand on the wharf and said 'Superintendent' as if it were a name and not a title. Twenty years, Keeper. I have decided it was magnificent. I have decided not to ask you whether it was. I am asking anyway."
card.mi20_6.left,It was
card.mi20_6.left_outcome,"""It was!"" He goes to his office and does not come out for an hour. He is writing it down."
card.mi20_6.right,"He said your title, not your name"
card.mi20_6.right_outcome,"""He did."" A pause. ""It will do. It is more than eleven letters got me."""
card.mi21_1.text,"Three boats from the west, low in the water with people, not coal. Families. Coalfield towns, they say; the strikes, the shooting. They have no tolls and no papers and nowhere they are going except east, away. Crane is at his post. He has seen them."
card.mi21_1.left,"Pass them east, no toll"
card.mi21_1.left_outcome,Three boats down the east flight. Aldmere's cutter at Lock 5 stops them. They come back up.
card.mi21_1.right,Moor them; find out first
card.mi21_1.right_outcome,They moor at the wharf. Sixty people. The town looks at them. They look at the town.
card.mi21_2.text,"Sixty people on the wharf and the chapel has floor for thirty and the poor box for a week. I have not asked where they are going. We do not ask. I am asking the Keeper for the other thirty, and the other weeks."
card.mi21_2.left,The Company warehouse for the other thirty
card.mi21_2.left_outcome,"Thirty in the chapel, thirty in the warehouse. Pell says nothing, which costs him."
card.mi21_2.right,The Reach; ask Bram
card.mi21_2.right_outcome,Bram takes thirty without a word. The Reach has forty boats and now sixty more people. It holds.
card.mi21_3.text,Sixty Sorrel nationals at the summit without papers. Under the Compact I am obliged to report them to Aldmere as 'irregular entrants'. Aldmere will refuse them. Sorrel will not have them back. I note that the Compact did not anticipate people. I note that I must report anyway.
card.mi21_3.left,Report them as Company labor
card.mi21_3.left_outcome,"You hire sixty people for a week's work on the towpath. They are 'Company labor'. Crane reports it, precisely, without expression."
card.mi21_3.right,Report them as they are
card.mi21_3.right_outcome,"""Duly."" Aldmere refuses them. They stay at the summit, because there is nowhere else, and are nobody's."
card.mi21_4.text,Sixty coalfield people at the summit a fortnight and the town's split. Half's feeding them. Half's counting them. One of them's a smith and there's been no smith in Halfway since Year 60 and Cole's already offered him a lease. The moot wants to know if they're staying.
card.mi21_4.left,They stay if they want to
card.mi21_4.left_outcome,Forty stay. The smith stays. Twenty go east by night on Hullfolk boats. The town has a smith and forty new faces and a great deal to say about it.
card.mi21_4.right,They move on when the flight opens
card.mi21_4.right_outcome,"They move on. The smith too. Cole is disappointed. The town is relieved and, in a year, sorry."
card.mi21_5.text,"A woman from the coalfield boats, the one the others listen to. One question. In Sorrel they told her the canal's water was stolen from a valley. Is it true? She would like to know what kind of water she is drinking."
card.mi21_5.left,It is true
card.mi21_5.left_outcome,"""Then we are drinking someone else's river. We have done worse things to stay alive. Thank you for saying it."""
card.mi21_5.right,It is a story
card.mi21_5.right_outcome,"""A story."" She looks at the pound. ""Stories are how they told us about the rifles too."""
card.mi21_6.text,"The coalfield people have gone, or stayed, or become the town. The smith has mended the chapel lamp. I have never had a smith. The Company's form asks what the summit gained. Write 'a smith'."
card.mi21_6.left,Write 'a smith'
card.mi21_6.left_outcome,The Company's form says 'a smith'. Ardent does not ask what it means. It means everything.
card.mi21_6.right,Write 'sixty people'
card.mi21_6.right_outcome,The form says 'sixty people'. Ardent does ask. You do not answer.
